Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,26/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cuba,CUB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.741163593,0.454939112,4.533175759,2.973510543,0.605978559,0.380080729,10.3655612,3.589775462,-0.344532567,0.634175021,1.202048529,4.323767132,2.914057805,2.65783024,3.463247464,3.439604236,4.32669085,4.1151863,1.031341929,3.546998699,16.55475569,401.5882781,
Curacao,CUW,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.789998571,0.410001234,1.619999858,1.380000069,4.100000753,3.130000958,2.999996765,6.900002851,1.79999793,2.779999929,-1.222272918,3.18399991,1.332299508,1.498701291,-0.476488548,-0.047261804,1.585499911,2.584799315,2.625898564,2.180002833,3.758499146,
Cayman Islands,CYM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,3.072846621,3.047727245,0.610378542,-0.206404075,-0.460453499,1.261410886,1.378205986,0.886725094,0.341901494,1.000091789,1.986797417,2.66280257,3.396309782,0.156933429,2.615282094,
Cyprus,CYP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.74340599,3.660304745,0.296405182,5.387673986,2.709268188,2.019495113,3.086230037,4.138208469,4.734840121,0.263119072,1.880282357,1.616249,1.678779216,-0.937733917,-1.338262482,-0.754234116,-0.574732598,1.036976333,1.003907236,1.323018928,-1.209025386,2.871144871,6.443302019
Czechia,CZE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.842133728,4.889284958,2.724349395,1.292722631,4.049045319,0.09494427,0.654105321,3.540381807,2.009581237,2.587820681,-1.425313992,-0.020571958,1.450921071,1.364704738,2.578536316,0.99227616,1.141450601,1.306944317,2.567573971,3.888953446,4.318402839,3.328108189,8.564456492
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.489389005,1.30499491,1.378125824,1.321253524,1.115595867,0.405207332,0.397281155,1.770273207,0.909330422,1.841891638,0.645275771,1.069483745,1.496488838,1.959391683,1.877939854,1.853678824,1.327752223,1.503738989,2.007492441,2.124384675,1.810810222,3.057600698,5.482776628
Djibouti,DJI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,1.262304414,1.807100821,0.302782334,0.56223153,0.656016213,0.449797431,1.762288068,1.155597976,1.199179974
Dominica,DMA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-1.782730606,2.084345371,0.790588617,-3.119272981,3.792006514,-1.448227844,2.367080499,1.525048634,1.508378116,8.003913875,0.296969745,1.685321882,-1.961543346,3.566486867,-0.340399426,6.865465074,3.697898703,-3.073314798,2.724915826,4.483286354,-1.132770684,3.024974363,4.046723874
Denmark,DNK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.017974288,2.518414226,2.347647464,1.481829809,2.095733093,2.906424049,2.076179572,2.432280585,4.134692969,0.529022254,3.224072874,0.638643468,2.375183628,0.888170882,1.032108578,0.433060802,0.254595167,1.184661612,0.747856838,1.048794244,2.60762108,2.766608193,7.620755947
Dominican Republic,DOM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.207762797,6.040738836,6.920668849,33.46154066,45.16631005,5.781251843,6.641244773,7.636627437,10.39168751,3.498146566,5.443413315,8.060755175,5.098181545,4.692819142,4.321288938,2.471885977,1.993678465,4.181375034,4.121489687,2.525618656,4.72350402,7.77715811,10.71415565
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.67800919,-0.473401961,1.320427849,8.330733637,12.24763194,16.12535042,10.54670428,6.395337251,15.31058101,-11.16161545,16.1199809,18.22801225,7.458336524,-0.093304378,-0.300580435,-6.455650412,1.548880549,6.390654712,6.757340879,-0.472181733,-5.025876189,15.56723064,19.71086396
East Asia & Pacific (excluding high income),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.483945728,3.495877089,4.46500999,3.245532103,5.280086036,6.360932403,4.867661336,5.963039392,7.525551842,1.721195172,4.300334682,4.944617989,3.890177008,2.349282218,3.038474769,2.439697027,2.57558629,3.155474548,3.353196455,1.407034043,0.849768111,3.245860658,6.376515654
Early-demographic dividend,EAR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.993446741,5.618862266,4.759817375,5.539337447,7.765278535,7.085416129,8.343721126,6.944418254,11.36509192,4.75628605,6.137467436,8.060755175,5.098181545,4.039790894,4.231547963,2.835086218,3.022306443,4.181375034,3.818323569,2.525618656,3.22693657,5.583758496,8.013308654
East Asia & Pacific,EAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.857209158,2.987417559,3.081011422,2.603177719,3.127880288,3.94943883,4.0539579,3.169374845,6.796866361,1.795684999,2.929044853,3.820472697,2.881098354,1.936750638,2.272644777,2.435482086,1.902784432,2.877870351,3.111821368,1.499486195,0.944197436,2.637974333,6.018528082
Europe & Central Asia (excluding high income),ECA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,23.0482109,10.20091587,5.803224097,8.320774204,8.431835821,7.936643622,10.74861564,12.87270229,12.04615359,3.177186322,8.901309514,8.811663808,5.772571687,3.499917046,3.408668632,2.583179295,3.393667383,5.80114079,3.686800208,3.460908463,3.560502334,10.1492992,12.88438112
Europe & Central Asia,ECS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.336679239,4.068100945,3.498123628,3.440363871,3.494092187,3.257787407,3.608974038,4.276777443,5.148666352,1.865577908,1.89207786,2.62353335,2.224247726,1.519177127,1.340740195,1.330386128,1.327752223,1.810718511,2.11196529,2.193195631,1.908691558,4.726247614,8.657956811
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-7.714066764,28.41427846,12.08527442,10.59308704,4.261845701,7.732711011,8.000910822,6.650502273,13.8473189,0.655537559,7.46507997,5.662656747,4.985253061,3.095049013,3.030703069,-2.491020758,1.901646775,1.946398244,1.818873571,0.495450028,-0.399099296,2.579330935,5.264812773
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.94440699,1.867699847,3.165579065,6.777493606,11.66990834,6.212729506,7.359977731,12.59573982,12.20398446,11.18554227,10.10686463,11.66297635,19.48287747,8.712674575,11.2476245,9.93088973,6.245663134,29.51847983,21.17482082,13.61809591,6.176934098,4.847156432,10.42578924
Euro area,EMU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.74340599,3.474752319,3.27434188,3.147807929,2.670183681,2.240319244,2.899074015,2.556637015,2.858074959,0.533179398,0.645275771,1.616249,1.678779216,1.281332227,0.833592064,1.03644083,0.863392495,1.299211833,2.001836276,1.74945224,1.607741563,2.385315479,5.482776628
Eritrea,ERI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,24.97759475,15.07726958,16.14866736,21.87284176,24.79928568,7.623689359,11.39400395,7.288208261,16.0762201,29.50450714,-16.2281997,19.53822815,,,,,,,,,,,
